rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
749,9/18/1973,1283,128,132,SEC236,12/31/1999,A,1.35,1.95,"358,758","59,555","3,081","219,425",0,"200,857","151,942","49,000",0,"79,848",0,"79,848",0,0,0,"78,136","78,136",0,0,3,0,0,"79,848",116,58,58,0,0,116,0,0,0,10,0,1.09,0,106,10,0,0,0,0
751,11/30/1972,1208,76,139,RADDEC,12/31/1999,B,1.05,0.8,"3,847,013","1,009,249","80,125","2,631,939",0,"1,904,771","3,048,149","656,976",0,"1,345,493","20,000","1,325,493",1,0,0,"1,053,733","1,053,732",1,64,13,7,"2,996,828","1,345,494","1,213",300,913,0,0,450,763,0,0,62,0,1.75,0,562,423,203,25,0,0
752,11/19/1974,45,93,140,SEC13A,12/31/1999,A,1.59,1.37,"482,088","42,500","3,200","274,161",0,"278,926","283,652","80,223",0,0,0,0,0,0,0,"124,903","124,903",0,20,2,0,"1,768,162","153,750",145,130,15,0,0,72,73,0,0,7,0,1.8,0,72,38,27,8,0,0
753,6/26/1975,158,79,32,SEC13A,12/31/1999,A,1.33,2.86,"719,479","72,127","80,097","424,918",0,"563,579","305,020","108,269",0,"169,000",0,"169,000",0,0,0,"150,000","150,000",0,26,2,0,"1,488,880","169,000",200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
755,11/19/1974,78,71,19,SEC13A,12/31/1999,A,1.06,1.19,"119,923","17,330","1,874","91,543","3,464","51,712","69,925","22,000","4,400","36,836",0,"36,836",0,0,231,"34,400","34,400",0,8,2,0,"668,612","37,067",40,10,30,0,0,4,36,0,0,0,0,1.8,0,20,10,8,2,0,0
756,8/29/1974,213,160,99,SEC13A,12/31/1999,A,1.17,7.24,"512,310","110,505","17,902","328,708",0,"511,778","161,430","90,772",0,"124,132",0,"124,132",0,0,0,"119,906","119,906",0,13,2,0,0,"124,132",98,20,51,27,0,0,98,0,0,0,0,2.41,0,8,50,32,8,0,0
757,6/15/1976,583,9,107,SEC13A,12/31/1999,A,0.93,1.99,"69,354","8,211","6,999","58,119",0,"32,306","29,736","13,531",0,"23,051",0,"23,051",0,0,"1,288","23,048","23,048",0,3,2,0,"97,801","24,339",16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
758,8/29/1978,262,160,136,S8NCON,12/31/1999,A,1.18,3.47,"1,001,235","131,544","3,524","734,392",0,"574,073","349,196","179,126","4,573","260,866","11,500","249,366",0,0,0,"246,280","246,280",0,23,2,0,0,"260,866",230,230,0,0,0,0,230,0,0,12,0,2,0,92,69,46,23,0,0
759,4/24/1973,940,149,83,SEC13A,12/31/1999,C,0.5,1.24,"346,025","142,555","11,838","382,054",0,"459,704","462,361","90,397",0,"131,788",0,"131,788",0,0,0,"102,663","102,663",0,1,7,0,0,"131,788",131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
760,04/04/1974,916,513,143,SEC13A,12/31/1999,B,1.84,0,"111,673",0,88,"60,691",0,0,0,0,0,"29,696","5,484","24,212",0,0,650,"24,557","24,557",0,4,4,0,"10,713","30,346",17,4,6,7,0,0,17,0,0,0,0,1.59,3,3,9,2,0,0,0
762,03/03/1977,837,36,109,S8NCON,12/31/1999,A,1.16,2.61,"1,081,811","68,046","17,846","857,964",0,"1,425,992","931,852","385,644",0,"131,056","28,997","102,059",0,0,"7,028","91,620","91,620",0,1,11,2,"27,711","138,084",145,145,0,0,0,145,0,0,0,15,0,1.14,0,124,21,0,0,0,0
763,5/22/1974,382,67,101,SEC13A,12/31/1999,A,1.34,1.77,"450,713","29,968","11,095","305,128",0,"305,470","250,544","78,368",0,"126,816","23,654","103,162",0,0,"4,698","97,970","97,970",0,1,7,2,"89,729","131,514",152,38,114,0,0,114,38,0,0,14,0,1.14,0,130,22,0,0,0,0
765,06/05/1974,728,148,155,SEC13A,12/31/1999,A,1.61,2.9,"516,150","100,617","3,333","256,574",0,"284,652","154,761","56,571",0,"81,420","9,509","71,911",0,0,"2,354","71,816","71,816",0,3,3,0,"609,840","83,774",90,23,67,0,0,13,77,0,0,4,0,1.64,0,54,20,10,6,0,0
766,12/05/1973,847,148,48,SEC13A,12/31/1999,A,1.03,3.03,"90,265",0,"5,479","82,388",0,"115,166","58,699","20,700",0,"22,070","4,219","17,851","1,200",0,0,"18,551","17,351","1,200",1,5,1,"8,612","23,270",31,9,22,0,0,0,31,0,0,0,0,0.94,14,9,4,4,0,0,0
767,7/24/1975,1175,147,154,SEC13A,12/31/1999,A,1.14,1.12,"89,735","6,894","5,292","67,743",0,"117,447","122,145","16,900",0,"35,446","4,633","30,813","5,140",0,0,"24,770","19,770","5,000",1,5,1,"17,400","40,586",31,8,23,0,0,31,0,0,0,0,0,1.06,0,29,2,0,0,0,0
769,3/29/1974,327,141,151,SEC13A,12/31/1999,A,1.22,1.33,"204,976",0,"13,037","157,729",0,"124,318","155,279","38,995","22,802","60,000",0,"60,000",0,0,0,"53,200","53,200",0,4,3,0,0,"60,000",80,50,30,0,0,80,0,0,0,4,0,1.38,0,50,30,0,0,0,0
770,01/07/1974,207,85,44,SEC13A,12/31/1999,A,0.98,1.49,"569,699","105,070","9,216","466,035",0,"400,251","397,798","128,923",0,"250,362","38,579","211,783",0,0,0,"206,566","206,566",0,4,6,5,"379,997","250,362",284,84,155,45,0,244,40,0,0,21,0,1.05,19,233,31,1,0,0,0
771,02/11/1975,705,134,130,SEC13A,12/31/1999,B,1.03,0.85,"252,024","29,135","19,574","198,102",0,"126,273","203,458","54,700",0,"75,417","17,601","57,816",0,0,0,"58,240","58,240",0,1,5,2,"145,461","75,417",95,24,71,0,0,95,0,0,0,0,10,1.16,0,80,15,0,0,0,0
772,12/04/1974,224,93,140,TCRED4,12/31/1999,A,1.25,3.95,"238,146","24,783","6,523","165,285",0,"323,703","122,194","40,188",0,"76,300","18,300","58,000",0,0,0,"51,575","51,575",0,1,5,1,"43,044","76,300",80,76,0,4,0,80,0,0,0,0,0,1.09,0,73,7,0,0,0,0
774,11/19/1974,525,282,120,SEC13A,12/31/1999,B,1.25,0.79,"99,060","26,614","1,190","57,083",0,"47,870","76,893","16,202",0,"23,414","1,706","21,708","5,800","3,004","9,584","24,350","18,550","5,800",1,3,0,"18,562","41,802",29,8,21,0,0,0,29,0,0,0,0,1,0,29,0,0,0,0,0
775,12/04/1974,869,89,121,S8NCON,12/31/1999,A,1.34,7.74,"363,710","38,500","16,555","229,814",0,"206,312","53,238","26,567",0,"40,204","7,358","32,846",0,0,0,"32,760","32,760",0,1,3,0,"50,829","40,204",49,49,0,0,0,49,0,0,0,0,0,1.29,0,35,14,0,0,0,0
776,07/03/1974,817,148,155,S8SUBR,12/31/1999,A,1.05,7.13,"846,656","129,395","22,210","663,992",0,"606,770","85,043",0,0,"89,527","26,690","62,837",0,0,0,"90,800","90,800",0,3,5,1,"26,786","89,527",136,120,0,16,0,16,120,0,0,0,0,1.15,14,91,27,4,0,0,0
777,6/26/1974,732,104,156,SEC13A,12/31/1999,A,1.47,1.36,"445,672","80,019","10,709","242,248",0,"271,814","251,089","51,197",0,"90,417","15,704","74,713",0,0,0,"80,834","80,834",0,27,2,0,"303,178","90,417",112,28,56,28,0,112,0,0,0,6,0,1.2,0,90,22,0,0,0,0
778,4/15/1975,598,229,15,TCRED4,12/31/1999,A,1.38,1.57,"529,357","198,949","19,727","225,014",0,"177,457","174,977","62,095",0,"107,000",0,"107,000",0,0,0,"79,920","79,920",0,5,3,0,"98,600","107,000",120,30,78,12,0,120,0,0,0,13,0,1.4,0,72,48,0,0,0,0
779,5/15/1975,921,36,109,S8SUBR,12/31/1999,A,1.07,3.74,"1,161,914","97,359","16,837","980,090",0,"949,352","762,137","508,477",0,"188,200","23,680","164,520",0,0,0,"122,910","122,910",0,1,9,3,"50,827","188,200",193,193,0,0,0,193,0,0,0,0,0,0.84,51,121,21,0,0,0,0
780,09/09/1976,940,149,83,M2W,12/31/1999,C,0.78,1.84,"744,001","235,757","29,199","617,038",0,"699,003","505,907","126,727",0,"123,708",0,"123,708",0,"17,922",0,"118,800","118,800",0,20,2,0,0,"141,630",120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
781,1/15/1975,858,228,51,SEC13A,12/31/1999,C,0.95,0.5,"200,195","32,889","4,220","172,094",0,"138,365","279,016",0,0,"110,184","25,852","84,332",0,"7,476","3,850","85,000","85,000",0,4,5,1,"44,462","121,510",96,24,72,0,0,0,96,0,0,0,0,1.45,5,63,11,14,3,0,0
783,02/11/1975,547,175,76,SEC13A,12/31/1999,A,1.05,1.38,"232,100","72,723","13,020","139,412",0,"96,790","115,884","37,906","8,058","62,450","10,137","52,313",0,"11,086","3,235","47,500","47,500",0,8,4,0,"59,639","76,771",45,22,23,0,0,0,45,0,0,0,0,2.76,2,0,11,28,2,2,0
784,11/19/1974,675,229,15,TCRED4,12/31/1999,A,2.02,1.91,"491,402","37,131","2,174","224,346",0,"243,470","180,223","53,082",0,"115,200","3,555","111,645",0,0,256,"82,300","82,300",0,10,2,0,"649,305","115,456",103,72,31,0,0,0,103,0,0,5,0,1.71,0,54,28,18,3,0,0
785,10/17/1974,1263,148,148,SEC13A,12/31/1999,A,1.04,2.5,"107,096","24,251","2,234","77,754",0,"80,075","50,401","18,411",0,"35,000",0,"35,000",0,0,0,"23,900","23,900",0,1,3,0,0,"35,000",34,7,27,0,0,0,34,0,0,0,0,1.35,0,22,12,0,0,0,0
786,1/15/1975,417,49,85,SEC13A,12/31/1999,A,0.6,1.61,"29,293","2,712","2,027","41,185",0,"42,435","36,081","9,752",0,"21,217","5,567","15,650","4,521",0,0,"20,871","16,350","4,521",1,4,1,"95,832","25,738",22,5,17,0,0,0,22,0,0,0,0,1.59,3,3,16,0,0,0,0
787,5/15/1975,397,133,21,SEC13A,12/31/1999,A,1.08,4.34,"263,361",0,"44,952","203,083",0,"637,383","200,002","53,096",0,"87,750",0,"87,750",0,0,0,"65,010","65,010",0,8,2,0,"1,248,866","87,750",100,25,75,0,0,100,0,0,0,5,0,1.1,0,90,10,0,0,0,0
788,12/04/1974,60,319,65,SEC13A,12/31/1999,A,1.2,1.95,"218,330","29,408","2,180","156,178",0,"99,386","86,461","35,426",0,"59,642","6,454","53,188",0,0,550,"54,096","54,096",0,6,2,0,"368,887","60,192",61,0,60,0,1,0,61,0,0,0,0,1.92,0,24,22,11,4,0,0
789,5/15/1975,885,229,15,SEC236,12/31/1999,A,1.27,1.03,"551,381",0,"22,609","417,229",0,"377,057","465,255","99,591",0,"121,497","6,059","115,438","1,700",0,0,"113,536","111,836","1,700",1,16,2,"10,142","123,197",162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
790,9/15/1975,666,149,156,RAD,12/31/1999,A,1.05,1.15,"1,289,265","128,028","32,442","1,072,795",0,"719,545","916,280","291,230",0,"336,637","48,243","288,394",0,0,"10,724","264,038","264,038",0,7,6,6,"234,351","347,361",191,77,114,0,0,116,75,0,0,15,0,1.84,0,87,63,25,16,0,0
791,6/26/1975,1216,149,156,RAD,12/31/1999,B,1.54,0.61,"1,270,448","336,634","52,082","572,562",0,"977,873","1,815,529","199,523",0,0,0,0,0,0,0,"165,000","165,000",0,1,12,4,0,"228,985",250,250,0,0,0,250,0,0,0,13,0,1.2,0,200,50,0,0,0,0
792,10/17/1974,904,257,124,SEC236,12/31/1999,A,1.19,1.35,"605,157","79,571","15,015","429,172",0,"541,151","518,738","117,888",0,"132,448","21,363","111,085","1,165",0,"3,120","119,873","118,708","1,165",2,7,4,"59,923","136,733",181,95,86,0,0,89,92,0,0,9,0,1.27,0,144,27,8,2,0,0
793,09/09/1976,620,158,122,SEC13A,12/31/1999,A,1.33,1.8,"254,347","31,878","13,956","156,324",0,"364,085","288,396","36,745","49,400","69,080",0,"69,080",0,0,0,"56,400","56,400",0,9,3,0,0,"69,080",50,20,10,20,0,0,50,0,0,0,0,2.98,0,0,17,17,16,0,0
794,01/11/1974,1032,223,82,MISC,12/31/1999,F,0.66,0,"5,178",625,435,"6,195",0,0,0,0,0,"8,000",0,"8,000",0,0,0,"8,000","8,000",0,1,2,0,"5,440","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
795,10/17/1974,753,229,15,SEC13A,12/31/1999,A,1.53,1.5,"1,236,986","173,412","30,038","674,806",0,"339,721","397,270","171,432",0,"223,115","1,578","221,537",0,0,0,"238,040","238,040",0,84,2,0,"890,802","223,115",270,68,202,0,0,0,270,0,0,0,0,1.82,0,112,102,48,8,0,0
796,4/15/1975,1108,229,15,TCRED4,12/31/1999,A,1.25,1.67,"107,108","32,042","3,809","57,047",0,"29,660","32,456","14,648",0,"22,584","4,396","18,188",0,0,0,"20,420","20,420",0,2,4,0,"10,869","22,584",28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
797,4/15/1975,839,492,62,SEC13A,12/31/1999,F,-1.13,0,"-22,373","2,538",316,"22,300",0,0,0,0,0,"10,126","2,431","7,695",0,"1,820",0,"8,698","8,698",0,1,5,0,"2,279","11,946",10,3,0,7,0,0,10,0,0,0,0,1.9,0,1,9,0,0,0,0
798,6/15/1976,906,145,153,SEC13A,12/31/1999,B,1.86,0,"41,989","4,260",242,"20,133",0,0,0,0,0,"9,835","1,086","8,749",0,0,0,"8,749","8,749",0,1,5,0,"3,982","9,835",8,2,6,0,0,0,8,0,0,0,0,2.38,0,0,6,1,1,0,0
799,3/21/1978,238,230,9,S8SUBR,12/31/1999,A,1.25,1.74,"617,724","94,472",0,"417,928",0,"321,052","276,248","91,699",0,"132,075","22,112","109,963",0,"1,820",0,"106,859","106,859",0,6,5,4,"126,531","133,895",130,130,0,0,0,93,37,0,0,8,0,1.81,0,77,24,6,23,0,0
800,04/01/1977,831,89,114,S8NCON,12/31/1999,A,1.76,2.78,"1,212,745",0,"41,843","665,830",0,"440,462","391,186","232,953",0,"158,781","2,120","156,661","10,058",0,0,"115,599","106,048","9,551",1,14,2,0,"168,839",188,188,0,0,0,188,0,0,0,20,0,0.78,54,121,13,0,0,0,0
801,10/15/1975,483,66,8,S8SUBR,12/31/1999,C,0.7,1.46,"461,083","138,667","22,248","429,890",0,"283,503","421,026","227,166",0,"130,135",0,"130,135",0,0,0,"82,820","82,820",0,1,5,1,"202,004","130,135",109,81,28,0,0,109,0,0,0,11,0,1.11,0,97,12,0,0,0,0
802,8/13/1980,1284,148,111,S8NCON,12/31/1999,A,1.41,4.66,"740,257","68,230","12,520","469,051",0,"539,372","287,482","171,767",0,"108,411","16,827","91,584",0,0,360,"99,290","99,290",0,6,3,2,"1,104,682","108,771",130,129,0,1,0,79,51,0,0,15,0,1.65,0,58,60,12,0,0,0
803,6/26/1975,988,223,82,SEC13A,12/31/1999,A,1.11,2.94,"155,900","15,370","3,031","123,687",0,"255,200","126,296","39,452",0,"50,487","9,279","41,208","1,500",0,"3,877","41,208","39,708","1,500",4,4,0,"42,167","55,864",49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
804,04/02/1977,828,89,114,S8NCON,12/31/1999,A,2.37,4.36,"1,524,247",0,"57,724","618,406",0,"836,287","425,500","233,722",0,"180,575","2,120","178,455","10,058",0,0,"131,415","121,864","9,551",1,16,2,"22,467","190,633",216,216,0,0,0,216,0,0,0,22,0,0.78,62,139,15,0,0,0,0
805,11/19/1974,723,80,39,SEC13A,12/31/1999,C,0.88,6.34,"432,966","45,854","35,915","400,264",0,"760,416","230,264","110,379",0,"173,237","12,164","161,073",0,344,"7,008","155,280","155,280",0,12,3,0,"633,834","180,589",176,44,88,44,0,0,176,0,0,0,0,1.75,0,84,60,24,8,0,0
806,7/21/1976,536,143,152,S8NCON,12/31/1999,A,0.96,1.72,"567,616",0,"28,690","559,367",0,"321,383","398,511","211,545",0,"108,416",0,"108,416",0,0,0,"89,500","89,500",0,1,11,0,0,"108,416",130,129,0,1,0,129,1,0,0,7,0,1.15,0,110,20,0,0,0,0
808,5/15/1975,194,229,15,M2WDEC,12/31/1999,C,0.94,0.94,"334,394","16,525","4,527","332,830",0,"162,539","257,607","84,555",0,"104,521","24,493","80,028",0,"8,269",0,"84,900","84,900",0,1,10,2,"75,702","112,790",130,52,78,0,0,130,0,0,0,13,0,1,10,110,10,0,0,0,0
809,5/15/1975,1022,93,140,S8SUBR,12/31/1999,A,1.11,1.29,"866,216","182,509","36,092","582,869",0,"500,367","564,358","175,237",0,"241,320","36,597","204,723","1,859","26,611","5,774","184,219","182,360","1,859",17,3,3,"153,184","275,564",220,156,0,64,0,0,220,0,0,0,0,1.81,0,95,99,10,5,11,0
810,3/21/1978,7,36,109,S8NCON,12/31/1999,A,1.37,10.92,"644,934","85,468","7,283","403,120",0,"394,680","246,022","209,877",0,"92,998","17,000","75,998",0,0,0,"76,280","76,280",0,6,2,0,"273,252","92,998",100,100,0,0,0,100,0,0,0,10,1,1.2,0,80,20,0,0,0,0
811,8/29/1978,862,122,50,S8NCON,12/31/1999,A,1.04,2.46,"516,804","57,289","15,211","426,434",0,"492,570","377,881","177,429",0,"74,718","11,472","63,246",0,0,"2,574","57,230","57,230",0,1,4,1,"39,750","77,292",87,87,0,0,0,87,0,0,0,5,0,1.05,0,83,4,0,0,0,0
812,9/15/1975,237,122,50,S8NCON,12/31/1999,A,1.06,3.03,"470,272","26,802","17,636","403,107",0,"367,865","338,636","217,268",0,"76,407","16,233","60,174",0,0,0,"61,000","61,000",0,1,6,2,"44,600","76,407",90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
813,09/09/1976,175,80,39,SEC13A,12/31/1999,A,1.3,2.78,"2,433,980","230,187","90,966","1,628,581",0,"1,487,830","881,026","345,566",0,"513,771","6,114","507,657",0,0,0,"443,976","443,976",0,43,4,2,"2,281,523","513,771",441,166,275,0,0,0,441,0,0,22,0,1.96,0,188,124,89,40,0,0
814,4/15/1975,844,122,16,SEC13A,12/31/1999,B,1.23,0.82,"606,268","92,164","17,615","404,826",0,"390,028","587,762","111,587",0,"183,277","17,631","165,646","13,444",0,0,"114,444","101,000","13,444",1,7,2,"30,955","196,721",122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
815,12/01/1998,661,401,68,S8NCON,12/31/1999,C,0.72,1.71,"1,540,376","1,176,468","39,504","403,608","47,396","548,151","360,131","38,835",0,"72,403","17,283","55,120",0,0,"1,291","55,334","55,334",0,1,12,2,"33,683","73,694",125,105,0,20,0,100,25,0,0,5,0,1,20,85,20,0,0,0,0
816,7/21/1976,182,85,44,S8SUBR,12/31/1999,A,1.1,3.59,"1,242,761","118,201","17,114","1,010,374",0,"826,552","728,554","498,489",0,"197,087","56,049","141,038",0,0,0,"132,150","132,150",0,1,8,3,"129,506","197,087",183,183,0,0,0,183,0,0,0,9,0,1.24,0,139,44,0,0,0,0
817,1/13/1977,797,103,72,S8NCON,12/31/1999,A,1.5,2.41,"969,407",0,"52,662","610,186",0,"1,234,883","646,134","133,249",0,"177,023","39,926","137,097",0,0,"3,444","136,828","136,828",0,2,8,4,"131,017","180,467",209,209,0,0,0,209,0,0,0,21,0,1.1,0,189,20,0,0,0,0
818,7/21/1976,547,175,76,S8SUBR,12/31/1999,A,1.18,2.92,"305,073","45,319","8,555","213,497",0,"293,670","146,907","46,278",0,"56,065","14,124","41,941",0,0,0,"39,950","39,950",0,1,6,1,"11,186","56,065",61,61,0,0,0,6,55,0,0,3,0,1,6,49,6,0,0,0,0
823,6/15/1976,899,175,71,S8SUBR,12/31/1999,F,0.86,0.91,"107,176",0,"6,337","91,163","25,886","101,933","140,275","28,383",0,"40,806",0,"40,806","3,500",0,272,"32,941","30,641","2,300",8,4,0,"14,759","44,578",36,36,0,0,0,0,36,0,0,1,0,2,0,18,6,6,6,0,0
824,7/24/1975,1123,232,5,SEC13A,12/31/1999,A,1.38,1.87,"520,051","25,531","40,550","329,661",0,"315,938","246,886","78,000",0,"119,832","27,257","92,575","4,700",0,0,"108,350","103,650","4,700",2,8,2,"65,255","124,532",147,37,110,0,0,147,0,0,0,6,0,1.12,0,130,17,0,0,0,0
826,6/15/1976,1261,80,39,S8NCON,12/31/1999,A,2.32,40.22,"416,805",0,"18,234","172,127",0,"1,605,649","82,879","42,954",0,"64,507","12,365","52,142",0,0,0,"54,000","54,000",0,2,4,2,"90,172","64,507",87,87,0,0,0,87,0,0,0,5,0,1.1,0,78,9,0,0,0,0
827,02/06/1979,242,130,22,S8NCON,12/31/1999,A,1.81,17.5,"1,025,045","44,295","60,837","506,856",0,"3,465,210","416,721","218,662",0,"135,699","30,902","104,797",0,0,0,"104,585","104,585",0,4,8,4,"104,642","135,699",151,150,0,0,1,134,16,0,1,13,0,1.43,0,114,21,4,12,0,0
828,6/15/1976,1269,89,121,S8SUBR,12/31/1999,A,1.49,4.21,"289,517","76,668","8,127","136,992",0,"137,965","67,269","34,513",0,"61,827","11,803","50,024",0,"6,305",0,"40,500","40,500",0,3,5,1,"103,237","68,132",55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0
830,12/10/1998,1045,257,124,S8NCON,12/31/1999,A,2.57,3.61,"603,310","10,796","24,181","221,006",0,"555,122","187,206","33,592",0,"64,747",0,"64,747",0,0,0,0,0,0,1,7,2,0,"64,747",95,94,0,0,1,94,1,0,0,12,0,1.13,0,83,12,0,0,0,0
831,03/10/1978,765,147,154,S8NCON,12/31/1999,C,0.76,1.84,"809,140","124,000","11,140","889,992",0,"731,161","652,470","255,876",0,"156,000","4,800","151,200",0,0,0,"131,900","131,900",0,9,3,2,"499,241","156,000",164,164,0,0,0,124,40,0,0,15,0,1.49,0,104,40,20,0,0,0
832,07/09/1979,987,257,124,S8NCON,12/31/1999,C,0.95,1.07,"686,720","125,725","14,956","574,084",0,"709,024","773,828","113,341",0,"144,127","3,069","141,058","1,824",0,0,"145,909","143,498","2,411",1,7,2,"92,802","145,951",161,161,0,0,0,155,6,0,0,16,0,1.07,0,155,0,6,0,0,0
833,03/03/1978,861,228,51,S8SUBR,12/31/1999,A,1.25,2.72,"72,404","8,937","1,285","49,633",0,"117,348","54,275","11,156",0,"18,587",0,"18,587","4,143",0,0,"16,613","12,470","4,143",1,3,0,"16,265","22,730",17,17,0,0,0,17,0,0,0,0,0,1.24,3,7,7,0,0,0,0
834,3/21/1978,391,257,124,S8NCON,12/31/1999,A,1.31,4.93,"833,116","135,728","42,188","501,730",0,"580,405","229,264","111,458",0,0,0,0,0,0,0,"173,380","173,380",0,31,2,0,"2,112,660","205,173",200,200,0,0,0,112,88,0,0,20,0,1.64,0,112,56,23,9,0,0
835,3/21/1978,836,64,135,S8SUBR,12/31/1999,A,1.39,2.2,"362,697",0,"1,647","259,029",0,"594,046","326,674","56,864",0,"68,975","1,100","67,875","5,625",0,0,"59,510","53,910","5,600",1,7,2,"24,185","74,600",64,64,0,0,0,23,41,0,0,4,0,1.53,0,32,30,2,0,0,0
836,9/15/1975,218,229,15,TCRED4,12/31/1999,A,1.05,1.05,"413,704","157,133","11,224","232,650",0,"137,673","195,128","63,904",0,0,0,0,0,0,0,"60,000","60,000",0,1,7,2,"23,573","97,020",100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0
838,8/27/1979,511,138,8,S8NCON,12/31/1999,A,1.16,3.15,"1,300,046","80,461","17,622","1,036,169",0,"503,503","710,496","550,702",0,"181,983","34,792","147,191",0,0,"8,071","143,800","143,800",0,8,5,3,"510,958","190,054",194,194,0,0,0,117,77,0,0,12,0,1.45,0,128,50,10,6,0,0
840,11/20/1979,999,152,74,S8NCON,12/31/1999,A,1.07,1.64,"357,059","50,333","3,661","284,563",0,"313,331","242,760","51,274",0,"78,084","13,134","64,950",0,0,"3,451","60,831","60,831",0,4,2,1,"95,289","81,535",73,73,0,0,0,0,73,0,0,3,0,1.77,0,29,34,8,2,0,0
841,4/15/1977,371,67,101,S8NCON,12/31/1999,A,1.45,10.93,"549,338","24,465","25,724","344,787",0,"1,465,511","256,538","122,503",0,0,0,0,0,0,0,"59,476","59,476",0,1,7,2,"96,900","89,390",96,95,0,1,0,95,1,0,0,6,0,1.27,0,70,26,0,0,0,0
842,9/15/1975,703,148,155,SEC13A,12/31/1999,A,1.09,6.63,"80,743","24,482","1,282","50,236",0,"77,193","23,837","12,199",0,"18,334",0,"18,334",0,0,0,"17,603","17,603",0,3,2,0,"44,556","18,334",12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/1999,A,1.12,2.92,"1,352,865","103,855","22,318","1,098,941",0,"783,568","683,276","415,111",0,0,0,0,0,0,0,"110,130","110,130",0,2,9,4,"77,400","160,080",198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/1999,A,1.9,13.87,"1,260,750","10,753","16,569","649,321",0,"578,764","242,005","200,277",0,0,0,0,0,0,0,"92,355","92,355",0,2,5,4,"158,463","135,800",125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/1999,A,1.15,15.99,"553,243","14,550","8,918","459,941",0,"413,048","296,957","271,130",0,0,0,0,0,0,0,"77,616","77,616",0,1,2,0,"514,008","101,096",120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
852,12/21/1979,187,257,124,S8SUBR,12/31/1999,A,1.61,5.56,"575,573",0,"19,942","345,840",0,"321,061","331,778","274,020",0,"61,738","3,424","58,314","6,185",0,0,"46,449","40,742","5,707",1,6,2,"13,534","67,923",70,70,0,0,0,70,0,0,0,7,0,1.07,0,65,5,0,0,0,0
853,9/24/1979,407,159,73,S8NCON,12/31/1999,A,1.43,8.75,"562,908","58,000","57,419","312,346",0,"1,317,006","213,429","62,877",0,"84,941","14,204","70,737",0,0,"5,743","68,072","68,072",0,1,6,2,"71,952","90,684",100,100,0,0,0,81,19,0,0,10,0,1.3,0,76,18,6,0,0,0
855,4/27/1982,428,67,101,S8SUBR,12/31/1999,A,1.2,2.93,"766,410","93,500","11,395","549,290",0,"524,457","300,688","121,764",0,"86,054","1,234","84,820",0,0,0,"52,229","52,229",0,5,4,1,"162,493","86,054",86,85,0,1,0,80,6,0,0,7,0,1.17,5,67,8,6,0,0,0
