rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
712,7/19/1973,1282,113,88,RADDEC,12/31/1996,A,1.14,1.69,"453,368","33,865","21,976","347,662",0,"300,211","243,096","61,967","3,635","201,471","24,159","177,312",0,0,"10,629","184,200","184,200",0,19,2,0,"849,551","212,100",168,72,96,0,0,12,156,0,0,3,0,2.22,0,11,121,24,12,0,0
713,12/28/1971,1055,64,135,S8SUBR,12/31/1996,A,1.17,5.11,"331,346","25,109","20,652","244,649",0,"632,172","192,587","68,829",0,"77,083","19,861","57,222",0,"9,817",0,"59,901","59,901",0,2,7,0,"17,045","86,900",71,71,0,0,0,0,71,0,0,4,0,1.69,0,22,49,0,0,0,0
714,12/19/1974,591,93,140,TCRED4,12/31/1996,A,1.25,5.44,"399,083","1,562","5,586","314,641",0,"340,460","133,222","70,648",0,"128,684","11,870","116,814",0,0,0,"117,758","117,758",0,20,2,0,"866,408","128,684",125,32,40,53,0,0,125,0,0,0,3,1.78,0,40,73,12,0,0,0
715,6/13/1974,856,147,154,SEC236,12/31/1996,B,1.13,0,"217,338","9,579","4,432","147,040","32,452",0,0,0,0,"48,900","3,179","45,721",0,0,"3,228","33,480","33,480",0,1,4,1,"26,458","52,128",59,29,30,0,0,59,0,0,0,15,0,1.1,0,53,6,0,0,0,0
716,8/23/1973,1205,83,75,SEC236,12/31/1996,A,1.23,1.13,"530,168","139,914","13,303","307,243",0,"203,849","242,978","62,147",0,"127,656","23,719","103,937",0,0,"7,075","123,076","123,076",0,7,5,2,"153,182","127,656",156,39,117,0,0,0,156,0,0,0,0,1.31,18,82,45,11,0,0,0
717,6/14/1972,399,113,88,RADDEC,12/31/1996,B,1.03,0.89,"308,588","134,412","8,029","161,750",0,"93,815","138,229","32,718",0,"93,740","2,500","91,240",460,0,0,"88,599","88,180",419,27,2,0,"528,818","94,200",111,44,66,0,1,0,111,0,0,2,0,1.63,0,51,50,10,0,0,0
718,7/19/1973,1249,148,155,SEC13A,12/31/1996,B,1.04,0.6,"143,396","29,474","1,033","108,552",0,"37,089","101,643","21,035","18,939","54,087","12,294","41,793",0,0,"2,569","40,848","40,848",0,1,5,0,"82,098","54,087",45,11,34,0,0,0,45,0,0,0,0,1.67,0,24,12,9,0,0,0
719,3/14/1973,32,295,24,SEC236,12/31/1996,A,1.05,2.79,"268,344","50,501","11,131","197,485",0,"240,414","123,237","37,217",0,"105,740",0,"105,740",0,0,0,"98,444","98,444",0,21,3,0,"585,446","105,740",112,28,84,0,0,0,112,0,0,1,0,2.03,0,26,63,17,6,0,0
720,02/08/1972,988,223,82,SEC236,12/31/1996,A,0.99,1.63,"355,522",0,"22,734","336,893",0,"289,386","226,335","48,954",0,"162,537","17,824","144,713",0,"30,503",0,"132,505","132,505",0,12,4,1,"84,240","193,040",149,149,0,0,0,0,149,0,0,0,0,1.79,6,53,71,8,9,1,1
721,11/21/1973,695,26,125,236DEC,12/31/1996,A,1.15,4.5,"537,765","48,324","14,625","411,998",0,"256,978","137,502","80,439",0,"109,030","13,150","95,880",0,0,"12,000","106,812","106,812",0,1,12,2,"74,048","109,030",164,66,98,0,0,164,0,0,0,16,0,0.78,38,124,2,0,0,0,0
722,01/04/1973,144,36,109,236DEC,12/31/1996,D,0.84,0.86,"575,782","54,163","58,836","548,365",0,"290,775","451,732","114,689",0,"244,406",0,"244,406",0,0,0,"224,188","224,188",0,24,3,0,0,"244,406",173,139,34,0,0,0,173,0,0,0,0,2.03,0,76,24,67,4,2,0
723,05/09/1972,383,122,50,SEC236,12/31/1996,A,1.03,1.03,"631,309","104,054","8,568","502,565",0,"304,557","373,650","76,577",0,"277,800",0,"277,800",0,0,0,"266,650","266,650",0,12,3,0,"688,248","277,800",250,63,187,0,0,0,250,0,0,7,0,2,0,50,150,50,0,0,0
744,07/10/1974,353,149,156,SEC13A,12/31/1996,B,0.86,1.21,"316,173","20,230","18,255","322,262",0,"462,753","448,670","65,164",0,"176,251","2,400","173,851","1,600",0,0,"123,200","121,600","1,600",10,3,1,"130,359","177,851",148,37,111,0,0,0,148,0,0,0,0,1.74,19,43,56,18,12,0,0
745,5/30/1974,781,122,50,M2WDEC,12/31/1996,A,1.06,1.36,"198,744","11,713","8,169","168,033",0,"124,428","122,409","30,774",0,"133,117","74,528","58,589",0,0,800,"59,760","59,760",0,4,3,0,"225,204","133,917",64,62,2,0,0,0,64,0,0,0,0,1.88,0,16,40,8,0,0,0
746,12/18/1973,9,36,109,M2W,12/31/1996,A,1.1,1.5,"296,787",0,"2,629","268,157",0,"114,622","126,227","49,911",0,"129,188","11,375","117,813",0,0,"2,678","103,198","103,198",0,11,2,0,"627,264","131,866",108,108,0,0,0,0,108,0,0,0,0,1.94,0,26,66,12,4,0,0
748,4/15/1975,584,5,80,SEC13A,12/31/1996,B,1.27,0,"20,912",0,840,"15,808",0,0,0,0,0,"7,921",0,"7,921",0,0,0,"6,900","6,900",0,1,2,0,"15,126","7,921",6,2,4,0,0,0,6,0,0,0,0,2,0,0,6,0,0,0,0
749,9/18/1973,1283,128,132,SEC236,12/31/1996,A,1.06,1.52,"279,708","39,821","6,659","219,425",0,"205,792","173,304","38,045",0,"79,848",0,"79,848",0,0,0,"78,136","78,136",0,0,3,0,0,"79,848",116,58,58,0,0,116,0,0,0,10,0,1.09,0,106,10,0,0,0,0
751,11/30/1972,1208,76,139,RADDEC,12/31/1996,D,0.85,0.55,"2,494,927","457,181","15,856","2,389,643",0,"1,037,612","2,425,533","536,908",0,"1,345,493","20,000","1,325,493",1,0,0,"1,053,733","1,053,732",1,64,13,7,"2,996,828","1,345,494","1,213",300,913,0,0,450,763,0,0,62,0,1.75,0,562,423,203,25,0,0
752,11/19/1974,45,93,140,SEC13A,12/31/1996,B,1.01,0.69,"542,324","227,077","9,661","303,109",0,"264,742","447,430","63,156",0,0,0,0,0,0,0,"124,903","124,903",0,20,2,0,"1,768,162","153,750",145,130,15,0,0,72,73,0,0,7,0,1.8,0,72,38,27,8,0,0
753,6/26/1975,158,79,32,SEC13A,12/31/1996,A,1.26,2.15,"666,525","55,545","69,995","428,088",0,"270,591","213,819","88,200",0,"169,000",0,"169,000",0,0,0,"150,000","150,000",0,26,2,0,"1,488,880","169,000",200,50,150,0,0,200,0,0,0,13,0,1.25,0,150,50,0,0,0,0
755,11/19/1974,78,71,19,SEC13A,12/31/1996,B,1.22,0.92,"136,982","23,446","1,367","89,122","3,114","48,078","70,267","17,917",0,"36,836",0,"36,836",0,0,231,"34,400","34,400",0,8,2,0,"668,612","37,067",40,10,30,0,0,4,36,0,0,0,0,1.8,0,20,10,8,2,0,0
756,8/29/1974,213,160,99,SEC13A,12/31/1996,A,1.12,4.05,"511,330","114,982","18,657","338,118",0,"311,802","150,885","73,851",0,"124,132",0,"124,132",0,0,0,"119,906","119,906",0,13,2,0,0,"124,132",98,20,51,27,0,0,98,0,0,0,0,2.41,0,8,50,32,8,0,0
757,6/15/1976,583,9,107,SEC13A,12/31/1996,A,1.07,1.7,"74,221","11,855",0,"58,419",0,"31,543","29,770","11,268",0,"23,051",0,"23,051",0,0,"1,288","23,048","23,048",0,3,2,0,"97,801","24,339",16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
758,8/29/1978,262,160,136,S8NCON,12/31/1996,A,1.14,3.41,"1,007,234","137,885","14,826","749,285",0,"461,861","269,446","134,038",0,"260,866","11,500","249,366",0,0,0,"246,280","246,280",0,23,2,0,0,"260,866",230,230,0,0,0,0,230,0,0,12,0,2,0,92,69,46,23,0,0
759,4/24/1973,940,149,83,SEC13A,12/31/1996,A,1.07,2.86,"546,313","129,594",753,"387,331",0,"705,480","317,247","70,858",0,"131,788",0,"131,788",0,0,0,"102,663","102,663",0,1,7,0,0,"131,788",131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
760,04/04/1974,916,513,143,SEC13A,12/31/1996,F,0.48,0,"35,091",0,15,"65,964","6,507",0,0,0,0,"29,696","5,484","24,212",0,0,650,"24,557","24,557",0,4,4,0,"10,713","30,346",17,4,6,7,0,0,17,0,0,0,0,1.59,3,3,9,2,0,0,0
762,03/03/1977,837,36,109,S8NCON,12/31/1996,A,1.21,2.72,"968,319","36,592","20,600","750,256",0,"612,832","531,650","306,362",0,"131,056","28,997","102,059",0,0,"7,028","91,620","91,620",0,1,11,2,"27,711","138,084",145,145,0,0,0,145,0,0,0,15,0,1.14,0,124,21,0,0,0,0
763,5/22/1974,382,67,101,SEC13A,12/31/1996,A,1.05,1.09,"362,457","28,980","10,284","308,036",0,"138,536","189,299","62,380",0,"126,816","23,654","103,162",0,0,"4,698","97,970","97,970",0,1,7,2,"89,729","131,514",152,38,114,0,0,114,38,0,0,14,0,1.14,0,130,22,0,0,0,0
765,06/05/1974,728,148,155,SEC13A,12/31/1996,A,1.15,2.28,"304,867",0,"6,998","259,082",0,"209,287","139,159","47,542",0,"81,420","9,509","71,911",0,0,"2,354","71,816","71,816",0,3,3,0,"609,840","83,774",90,23,67,0,0,13,77,0,0,4,0,1.64,0,54,20,10,6,0,0
766,12/05/1973,847,148,48,SEC13A,12/31/1996,C,0.71,4.64,"104,742","40,599","4,883","83,936",0,"135,585","43,722","14,520",0,"22,070","4,219","17,851","1,200",0,0,"18,551","17,351","1,200",1,5,1,"8,612","23,270",31,9,22,0,0,0,31,0,0,0,0,0.94,14,9,4,4,0,0,0
767,7/24/1975,1175,147,154,SEC13A,12/31/1996,D,0.95,0.28,"66,601",0,"1,711","68,120",0,"128,014","470,296","13,344",0,"35,446","4,633","30,813","5,140",0,0,"24,770","19,770","5,000",1,5,1,"17,400","40,586",31,8,23,0,0,31,0,0,0,0,0,1.06,0,29,2,0,0,0,0
769,3/29/1974,327,141,151,SEC13A,12/31/1996,A,1.36,1.14,"210,444","8,925",0,"147,979",0,"106,010","144,367","31,782","19,632","60,000",0,"60,000",0,0,0,"53,200","53,200",0,4,3,0,0,"60,000",80,50,30,0,0,80,0,0,0,4,0,1.38,0,50,30,0,0,0,0
770,01/07/1974,207,85,44,SEC13A,12/31/1996,A,1.29,1.84,"684,710","82,016",0,"467,486",0,"455,936","353,172","105,365",0,"250,362","38,579","211,783",0,0,0,"206,566","206,566",0,4,6,5,"379,997","250,362",284,84,155,45,0,244,40,0,0,21,0,1.05,19,233,31,1,0,0,0
771,02/11/1975,705,134,130,SEC13A,12/31/1996,B,1.13,0.81,"248,728","7,122","17,293","199,098",0,"117,990","188,554","42,487",0,"75,417","17,601","57,816",0,0,0,"58,240","58,240",0,1,5,2,"145,461","75,417",95,24,71,0,0,95,0,0,0,0,10,1.16,0,80,15,0,0,0,0
772,12/04/1974,224,93,140,TCRED4,12/31/1996,A,0.96,2.99,"168,930",0,"9,013","167,380",0,"243,939","112,318","30,654",0,"76,300","18,300","58,000",0,0,0,"51,575","51,575",0,1,5,1,"43,044","76,300",80,76,0,4,0,80,0,0,0,0,0,1.09,0,73,7,0,0,0,0
774,11/19/1974,525,282,120,SEC13A,12/31/1996,F,0.64,0.99,"54,696","15,024","1,673","58,973",0,"56,071","69,962","13,241",0,"23,414","1,706","21,708","5,800","3,004","9,584","24,350","18,550","5,800",1,3,0,"18,562","41,802",29,8,21,0,0,0,29,0,0,0,0,1,0,29,0,0,0,0,0
775,12/04/1974,869,89,121,S8NCON,12/31/1996,A,1.25,6.8,"422,684","26,188","28,125","295,527",0,"226,001","259,331","226,092",0,"40,204","7,358","32,846",0,0,0,"32,760","32,760",0,1,3,0,"50,829","40,204",49,49,0,0,0,49,0,0,0,0,0,1.29,0,35,14,0,0,0,0
776,07/03/1974,817,148,155,S8SUBR,12/31/1996,A,1.04,7.22,"823,303","79,621","25,682","691,071",0,"596,399","390,279","48,300","259,338","89,527","26,690","62,837",0,0,0,"90,800","90,800",0,3,5,1,"26,786","89,527",136,120,0,16,0,16,120,0,0,0,0,1.15,14,91,27,4,0,0,0
777,6/26/1974,732,104,156,SEC13A,12/31/1996,B,1.36,0.92,"428,605","80,530","14,884","245,424",0,"87,663","137,217","41,611",0,"90,417","15,704","74,713",0,0,0,"80,834","80,834",0,27,2,0,"303,178","90,417",112,28,56,28,0,112,0,0,0,6,0,1.2,0,90,22,0,0,0,0
778,4/15/1975,598,229,15,TCRED4,12/31/1996,B,1.1,0.5,"339,185","77,522","13,618","226,017",0,"87,431","226,592","50,749",0,"107,000",0,"107,000",0,0,0,"79,920","79,920",0,5,3,0,"98,600","107,000",120,30,78,12,0,120,0,0,0,13,0,1.4,0,72,48,0,0,0,0
779,5/15/1975,921,36,109,S8SUBR,12/31/1996,A,1.19,2.9,"1,041,873","108,868","26,750","762,231",0,"706,404","630,154","386,427",0,"188,200","23,680","164,520",0,0,0,"122,910","122,910",0,1,9,3,"50,827","188,200",193,193,0,0,0,193,0,0,0,0,0,0.84,51,121,21,0,0,0,0
780,09/09/1976,940,149,83,M2W,12/31/1996,A,1.03,2.43,"785,401","122,674","27,511","619,539",0,"914,606","477,306","101,260",0,"123,708",0,"123,708",0,"17,922",0,"118,800","118,800",0,20,2,0,0,"141,630",120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
781,1/15/1975,858,228,51,SEC13A,12/31/1996,D,0.77,0.6,"182,550","44,140","6,653","172,094",0,"112,841","223,880","34,881",0,"110,184","25,852","84,332",0,"7,476","3,850","85,000","85,000",0,4,5,1,"44,462","121,510",96,24,72,0,0,0,96,0,0,0,0,1.45,5,63,11,14,3,0,0
783,02/11/1975,547,175,76,SEC13A,12/31/1996,D,0.75,1.07,"162,713","45,578","12,144","139,974",0,"60,087","94,749","30,893","7,475","62,450","10,137","52,313",0,"11,086","3,235","47,500","47,500",0,8,4,0,"59,639","76,771",45,22,23,0,0,0,45,0,0,0,0,2.76,2,0,11,28,2,2,0
784,11/19/1974,675,229,15,TCRED4,12/31/1996,A,2.55,1.08,"628,323","31,555","18,240","227,190",0,"154,542","184,354","41,609",0,"115,200","3,555","111,645",0,0,256,"82,300","82,300",0,10,2,0,"649,305","115,456",103,72,31,0,0,0,103,0,0,5,0,1.71,0,54,28,18,3,0,0
785,10/17/1974,1263,148,148,SEC13A,12/31/1996,A,1.04,2.28,"86,266",0,"4,669","78,619",0,"74,609","47,420","14,641",0,"35,000",0,"35,000",0,0,0,"23,900","23,900",0,1,3,0,0,"35,000",34,7,27,0,0,0,34,0,0,0,0,1.35,0,22,12,0,0,0,0
786,1/15/1975,417,49,85,SEC13A,12/31/1996,C,0.5,3.08,"48,499","25,574","2,262","41,643",0,"62,642","28,095","7,755",0,"21,217","5,567","15,650","4,521",0,0,"20,871","16,350","4,521",1,4,1,"95,832","25,738",22,5,17,0,0,0,22,0,0,0,0,1.59,3,3,16,0,0,0,0
787,5/15/1975,397,133,21,SEC13A,12/31/1996,A,0.97,3.78,"236,934",0,"35,359","208,877",0,"504,179","175,634","42,262",0,"87,750",0,"87,750",0,0,0,"65,010","65,010",0,8,2,0,"1,248,866","87,750",100,25,75,0,0,100,0,0,0,5,0,1.1,0,90,10,0,0,0,0
788,12/04/1974,60,319,65,SEC13A,12/31/1996,D,0.89,1.01,"178,087","30,868","3,556","161,015",0,"49,076","76,015","27,446",0,"59,642","6,454","53,188",0,0,550,"54,096","54,096",0,6,2,0,"368,887","60,192",61,0,60,0,1,0,61,0,0,0,0,1.92,0,24,22,11,4,0,0
789,5/15/1975,885,229,15,SEC236,12/31/1996,A,1.17,1.12,"659,374","151,862","24,524","412,229",0,"299,969","349,488","80,975",0,"121,497","6,059","115,438","1,700",0,0,"113,536","111,836","1,700",1,16,2,"10,142","123,197",162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
790,9/15/1975,666,149,156,RAD,12/31/1996,A,1.13,1.04,"1,292,900","367,347","48,341","777,879",0,"643,192","790,157","174,661",0,"336,637","48,243","288,394",0,0,"10,724","264,038","264,038",0,7,6,6,"234,351","347,361",191,77,114,0,0,116,75,0,0,15,0,1.84,0,87,63,25,16,0,0
791,6/26/1975,1216,149,156,RAD,12/31/1996,A,1.2,1.73,"832,054","114,026","32,434","572,562",0,"364,821","338,862","128,560",0,0,0,0,0,0,0,"165,000","165,000",0,1,12,4,0,"228,985",250,250,0,0,0,250,0,0,0,13,0,1.2,0,200,50,0,0,0,0
792,10/17/1974,904,257,124,SEC236,12/31/1996,C,0.96,0.68,"612,968","168,206","31,011","429,096",0,"229,112","434,298","96,347",0,"132,448","21,363","111,085","1,165",0,"3,120","119,873","118,708","1,165",2,7,4,"59,923","136,733",181,95,86,0,0,89,92,0,0,9,0,1.27,0,144,27,8,2,0,0
793,09/09/1976,620,158,122,SEC13A,12/31/1996,A,1.12,1.65,"243,530","25,632","11,969","183,348",0,"287,636","203,263","29,316",0,"69,080",0,"69,080",0,0,0,"56,400","56,400",0,9,3,0,0,"69,080",50,20,10,20,0,0,50,0,0,0,0,2.98,0,0,17,17,16,0,0
794,01/11/1974,1032,223,82,MISC,12/31/1996,B,1.02,0,"6,634",0,296,"6,195",0,0,0,0,0,"8,000",0,"8,000",0,0,0,"8,000","8,000",0,1,2,0,"5,440","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
795,10/17/1974,753,229,15,SEC13A,12/31/1996,A,1.08,1.52,"922,277","153,355","39,526","674,806",0,"295,763","330,669","136,451",0,"223,115","1,578","221,537",0,0,0,"238,040","238,040",0,84,2,0,"890,802","223,115",270,68,202,0,0,0,270,0,0,0,0,1.82,0,112,102,48,8,0,0
796,4/15/1975,1108,229,15,TCRED4,12/31/1996,A,1.3,1.56,"76,218",0,"1,610","57,591",0,"50,242","43,905","11,659",0,"22,584","4,396","18,188",0,0,0,"20,420","20,420",0,2,4,0,"10,869","22,584",28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
797,4/15/1975,839,492,62,SEC13A,12/31/1996,B,1.12,0,"32,551","6,490",753,"22,581",0,0,0,0,0,"10,126","2,431","7,695",0,"1,820",0,"8,698","8,698",0,1,5,0,"2,279","11,946",10,3,0,7,0,0,10,0,0,0,0,1.9,0,1,9,0,0,0,0
798,6/15/1976,906,145,153,SEC13A,12/31/1996,B,1.79,0,"36,950",0,438,"20,363",0,0,0,0,0,"9,835","1,086","8,749",0,0,0,"8,749","8,749",0,1,5,0,"3,982","9,835",8,2,6,0,0,0,8,0,0,0,0,2.38,0,0,6,1,1,0,0
799,3/21/1978,238,230,9,S8SUBR,12/31/1996,A,1.16,1.57,"695,434","145,866","64,169","417,928",0,"298,816","262,958","73,200",0,"132,075","22,112","109,963",0,"1,820",0,"106,859","106,859",0,6,5,4,"126,531","133,895",130,130,0,0,0,93,37,0,0,8,0,1.81,0,77,24,6,23,0,0
800,04/01/1977,831,89,114,S8NCON,12/31/1996,A,1.15,2.35,"1,074,891","35,338","48,765","859,434",0,"545,861","397,384","165,451",0,"158,781","2,120","156,661","10,058",0,0,"115,599","106,048","9,551",1,14,2,0,"168,839",188,188,0,0,0,188,0,0,0,20,0,0.78,54,121,13,0,0,0,0
801,10/15/1975,483,66,8,S8SUBR,12/31/1996,A,2.29,2.65,"500,345","25,000","20,871","198,237",0,"355,534","310,771","176,468",0,"130,135",0,"130,135",0,0,0,"82,820","82,820",0,1,5,1,"202,004","130,135",109,81,28,0,0,109,0,0,0,11,0,1.11,0,97,12,0,0,0,0
802,8/13/1980,1284,148,111,S8NCON,12/31/1996,A,1.18,4.3,"829,939","34,191","31,667","650,224",0,"465,430","374,906","266,782",0,"108,411","16,827","91,584",0,0,360,"99,290","99,290",0,6,3,2,"1,104,682","108,771",130,129,0,1,0,79,51,0,0,15,0,1.65,0,58,60,12,0,0,0
803,6/26/1975,988,223,82,SEC13A,12/31/1996,B,1.17,0.38,"230,655","47,000","2,596","154,171",0,"162,621","1,050,913","31,735","594,620","50,487","9,279","41,208","1,500",0,"3,877","41,208","39,708","1,500",4,4,0,"42,167","55,864",49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
804,04/02/1977,828,89,114,S8NCON,12/31/1996,A,1.51,3.27,"1,441,273","157,367","69,950","803,584",0,"862,695","438,306","174,592",0,"180,575","2,120","178,455","10,058",0,0,"131,415","121,864","9,551",1,16,2,"22,467","190,633",216,216,0,0,0,216,0,0,0,22,0,0.78,62,139,15,0,0,0,0
805,11/19/1974,723,80,39,SEC13A,12/31/1996,A,1.34,6.09,"620,510","61,914","19,175","401,299",0,"726,392","209,499","90,210",0,"173,237","12,164","161,073",0,344,"7,008","155,280","155,280",0,12,3,0,"633,834","180,589",176,44,88,44,0,0,176,0,0,0,0,1.75,0,84,60,24,8,0,0
806,7/21/1976,536,143,152,S8NCON,12/31/1996,A,1.16,2.27,"704,492",0,"36,786","575,655",0,"417,737","466,457","262,252","20,000","108,416",0,"108,416",0,0,0,"89,500","89,500",0,1,11,0,0,"108,416",130,129,0,1,0,129,1,0,0,7,0,1.15,0,110,20,0,0,0,0
808,5/15/1975,194,229,15,M2WDEC,12/31/1996,B,1.04,0.69,"510,354","157,674","7,702","332,831",0,"144,132","277,082","67,301",0,"104,521","24,493","80,028",0,"8,269",0,"84,900","84,900",0,1,10,2,"75,702","112,790",130,52,78,0,0,130,0,0,0,13,0,1,10,110,10,0,0,0,0
809,5/15/1975,1022,93,140,S8SUBR,12/31/1996,A,2.6,1.24,"1,665,724","98,828","50,201","582,869",0,"457,546","1,092,356","143,270","580,660","241,320","36,597","204,723","1,859","26,611","5,774","184,219","182,360","1,859",17,3,3,"153,184","275,564",220,156,0,64,0,0,220,0,0,0,0,1.81,0,95,99,10,5,11,0
810,3/21/1978,7,36,109,S8NCON,12/31/1996,A,1.6,6.48,"574,732","12,825","10,645","343,744",0,"240,074","85,831","48,800",0,"92,998","17,000","75,998",0,0,0,"76,280","76,280",0,6,2,0,"273,252","92,998",100,100,0,0,0,100,0,0,0,10,1,1.2,0,80,20,0,0,0,0
811,8/29/1978,862,122,50,S8NCON,12/31/1996,A,1.31,3.4,"658,702","55,102","26,812","441,670",0,"627,444","367,173","182,611",0,"74,718","11,472","63,246",0,0,"2,574","57,230","57,230",0,1,4,1,"39,750","77,292",87,87,0,0,0,87,0,0,0,5,0,1.05,0,83,4,0,0,0,0
812,9/15/1975,237,122,50,S8NCON,12/31/1996,A,1.28,2.61,"437,081","16,850","13,385","319,058",0,"407,166","341,934","185,868",0,"76,407","16,233","60,174",0,0,0,"61,000","61,000",0,1,6,2,"44,600","76,407",90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
813,09/09/1976,175,80,39,SEC13A,12/31/1996,A,1.17,4.12,"2,188,573","210,818","54,921","1,644,892",0,"1,856,028","727,585","276,669",0,"513,771","6,114","507,657",0,0,0,"443,976","443,976",0,43,4,2,"2,281,523","513,771",441,166,275,0,0,0,441,0,0,22,0,1.96,0,188,124,89,40,0,0
814,4/15/1975,844,122,16,SEC13A,12/31/1996,F,0.85,0.58,"455,665","71,783","36,956","406,630",0,"299,279","603,125","91,194",0,"183,277","17,631","165,646","13,444",0,0,"114,444","101,000","13,444",1,7,2,"30,955","196,721",122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
816,7/21/1976,182,85,44,S8SUBR,12/31/1996,A,1.21,2.82,"1,230,274","96,792","21,333","921,676",0,"531,584","577,420","389,204",0,"197,087","56,049","141,038",0,0,0,"132,150","132,150",0,1,8,3,"129,506","197,087",183,183,0,0,0,183,0,0,0,9,0,1.24,0,139,44,0,0,0,0
817,1/13/1977,797,103,72,S8NCON,12/31/1996,A,1.18,3.64,"876,639","88,001","68,823","610,185",0,"1,708,307","575,462","106,284",0,"177,023","39,926","137,097",0,0,"3,444","136,828","136,828",0,2,8,4,"131,017","180,467",209,209,0,0,0,209,0,0,0,21,0,1.1,0,189,20,0,0,0,0
818,7/21/1976,547,175,76,S8SUBR,12/31/1996,A,0.96,2.21,"309,084","18,788","15,051","285,955",0,"190,875","216,205","129,968",0,"56,065","14,124","41,941",0,0,0,"39,950","39,950",0,1,6,1,"11,186","56,065",61,61,0,0,0,6,55,0,0,3,0,1,6,49,6,0,0,0,0
823,6/15/1976,899,175,71,S8SUBR,12/31/1996,B,1.04,0.95,"134,947","5,685","7,938","91,163","25,886","90,509","118,245","23,150",0,"40,806",0,"40,806","3,500",0,272,"32,941","30,641","2,300",8,4,0,"14,759","44,578",36,36,0,0,0,0,36,0,0,1,0,2,0,18,6,6,6,0,0
824,7/24/1975,1123,232,5,SEC13A,12/31/1996,B,1.3,0.99,"501,543","39,350","31,001","331,357",0,"172,864","242,680","68,000",0,"119,832","27,257","92,575","4,700",0,0,"108,350","103,650","4,700",2,8,2,"65,255","124,532",147,37,110,0,0,147,0,0,0,6,0,1.12,0,130,17,0,0,0,0
826,6/15/1976,1261,80,39,S8NCON,12/31/1996,A,2.26,25.94,"417,086",0,"28,060","172,353",0,"1,236,839","82,620","34,933",0,"64,507","12,365","52,142",0,0,0,"54,000","54,000",0,2,4,2,"90,172","64,507",87,87,0,0,0,87,0,0,0,5,0,1.1,0,78,9,0,0,0,0
827,02/06/1979,242,130,22,S8NCON,12/31/1996,A,1.89,20.63,"1,080,721","50,916","70,062","506,856",0,"2,571,996","299,708","175,036",0,"135,699","30,902","104,797",0,0,0,"104,585","104,585",0,4,8,4,"104,642","135,699",151,150,0,0,1,134,16,0,1,13,0,1.43,0,114,21,4,12,0,0
828,6/15/1976,1269,89,121,S8SUBR,12/31/1996,A,1.16,3.82,"345,814","54,700","16,010","236,400",0,"143,092","135,158","97,652",0,"61,827","11,803","50,024",0,"6,305",0,"40,500","40,500",0,3,5,1,"103,237","68,132",55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0
831,03/10/1978,765,147,154,S8NCON,12/31/1996,A,1.93,3.48,"1,213,234","147,234","46,253","528,331",0,"870,234","629,997","379,687",0,"156,000","4,800","151,200",0,0,0,"131,900","131,900",0,9,3,2,"499,241","156,000",164,164,0,0,0,124,40,0,0,15,0,1.49,0,104,40,20,0,0,0
832,07/09/1979,987,257,124,S8NCON,12/31/1996,B,1.13,0.81,"723,868","71,161","6,671","574,084",0,"321,544","487,161","89,974",0,"144,127","3,069","141,058","1,824",0,0,"145,909","143,498","2,411",1,7,2,"92,802","145,951",161,161,0,0,0,155,6,0,0,16,0,1.07,0,155,0,6,0,0,0
